HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.58,15112,17111,12453,6853,246.798,247.59,14978.01024,35.646,1365,1876,285,3333,1670,311,24.6,243000000000000,92696,6340000000000000,1327775
0.46,14458,16996,10901,7018,246.284,247.59,14077.3996,33.184,1335,1878,296,4406.333,1654,292,25.85,438000000000000,178951,5830000000000000,1257675
0.65,15400,19195,16166,7094,246.1,250.757,14924.78356,36.429,1391,1879,271,3459.667,1660,312,26.9,172000000000000,62415,10600000000000000,2268540
0.57,15239,18162,14867,6537,246.526,253.923,14751.60424,36.511,1385,1880,281,3980,1633,307,24.7,559000000000000,205330,5260000000000000,1182900
0.55,15175,18147,15077,7744,244.569,258.531,14742.77404,35.042,1344,1881,302,3997.667,1678,307,27.25,369000000000000,148119,10800000000000000,2248180
0.48,15202,16737,10022,6790,242.798,248.296,14564.99566,31.5,1355,1883,315,5984,1682,303,27.45,462000000000000,181195,7660000000000000,1577744
0.52,15457,17147,12450,7540,244.033,240.72,14584.25888,22.417,1381,885,275,6431,1678,305,26.1,269000000000000,99796,8450000000000000,1753704
0.35,15197,17564,9901,7800,232.207,238.364,14870.35476,31.667,1345,1887,317,5708,1660,308,25.5,190000000000000,76142,8390000000000000,1798254
0.33,14435,16089,10924,6092,242.686,237.29,14200.32574,31.896,1400,1888,231,2720,1662,298,25.35,219000000000000,77967,20400000000000000,4361973
0.32,15932,16190,17732,6037,248.644,240.313,15979.11988,36.542,1352,1889,316,2390,1648,335,25.05,221000000000000,87104,5510000000000000,1206155
0.3,14868,16213,11017,7035,240.498,238.207,14579.01896,33.229,1372,1890,292,1759.5,1627,305,25.9,244000000000000,92380,5460000000000000,1242532
0.27,15466,16192,10505,6538,240.394,237.49,14768.69512,32.604,1389,1891,275,1911,1640,310,24.4,335000000000000,121976,6770000000000000,1502868
0.24,15151,16101,9141,7255,240.394,240.069,14580.02046,30.542,1341,1892,326,2450.667,1685,307,24.95,226000000000000,91417,7810000000000000,1597749
0.27,15250,16168,4092,6012,234.796,230.686,14697.79208,25.531,1385,887,257,1794.5,1642,307,25.85,169000000000000,62098,109000000000000000,24097376
0.4,15067,16154,14188,6019,241.303,244.408,14711.87048,31.979,1391,1893,275,1897.5,1639,309,25.3,460000000000000,166457,39000000000000000,8645848
0.36,15085,16194,1000,6028,252.193,246.882,14557.80922,33.34,1370,1894,295,1903,1640,306,25.65,356000000000000,134402,7160000000000000,1583861
0.25,15064,16210,12252,6002,240.303,235.941,14723.70944,32.667,1369,1895,298,1801.5,1649,309,26.05,200000000000000,75708,5770000000000000,1255195
0.3,14462,15348,9840,7190,243.385,253.01,14040.62924,25.521,1401,889,251,1884,1676,294,26,270000000000000,95144,72300000000000000,14970927
0.69,15478,18268,9878,8288,254.326,251.68,14355.14072,19.104,1377,891,291,2583,1653,300,25.5,162000000000000,60138,14900000000000000,3219669
0.71,14951,19511,11837,8536,252.123,256,14462.6658,23.553,1337,894,329,2995.667,1686,300,24.9,99100000000000,40379,64000000000000000,13073444
0.38,17150,16260,9346,6396,236.123,235.137,14797.82004,27.633,1350,1902,318,6029,1633,310,25.6,289000000000000,114705,4200000000000000,946119
0.25,14807,16265,9323,6600,236.699,232.003,14425.08468,25,1367,1903,294,5863,1651,301,25.55,307000000000000,117514,11700000000000000,2558101
0.57,14681,16163,10010,8071,230.303,229.47,13808.61096,31.083,1345,1907,315,752,1649,290,26.95,272000000000000,108723,97100000000000000,21204939
0.73,15021,17884,8631,9337,243.339,235.693,14168.01286,25.592,1345,900,322,5632.333,1609,298,25.05,301000000000000,120083,11400000000000000,2672179
0.59,15849,18842,13066,9060,246.518,235.057,15498.8898,25.354,1384,1910,261,2170.333,1675,327,24.7,213000000000000,77967,42000000000000000,8732187
0.8,14972,21834,13867,7223,240.288,242.268,14481.77536,32.396,1342,1912,331,2528.667,1680,306,23.8,483000000000000,193818,8310000000000000,1708554
0.85,14607,21528,11957,7528,240.163,241.792,13971.30856,32.167,1306,1913,336,2920.333,1671,295,25.35,239000000000000,103694,6560000000000000,1370058
0.5,15114,16190,12208,6524,240.08,242.33,14459.1838,29.104,1341,1914,315,8137,1690,305,25.5,385000000000000,155100,25000000000000000,5070540
0.41,15452,17177,6452,6300,241.704,250.064,14236.59632,24.162,1364,901,304,6436.667,1665,301,25.2,408000000000000,156853,171000000000000000,36336574
0.57,14915,16828,13609,7413,240.226,245.018,14411.0088,35.208,1357,1916,323,2205,1653,304,25.65,437000000000000,170714,14500000000000000,3145586
0.53,15057,17292,12337,7316,240.247,243.154,14283.20392,36.042,1359,1917,325,6270,1675,302,25.5,389000000000000,151176,7440000000000000,1551116
0.45,14448,16271,12506,7325,240.184,240.913,14106.038,26.458,1350,1918,314,1988.5,1670,298,25.2,216000000000000,85638,22100000000000000,4644881
0.43,14756,16278,13051,6188,237.63,240.38,14326.91642,27.833,1367,903,302,1777.5,1672,302,25.65,182000000000000,69415,20100000000000000,4209974
0.36,14852,16254,11578,6219,249.115,240.38,14456.38596,20.469,1392,907,294,1776.5,1662,303,24.25,353000000000000,127870,5810000000000000,1242398
0.47,14249,16301,14271,6018,240.08,241.73,14283.12048,28.417,1397,1919,262,2037.5,1656,300,25.45,309000000000000,110582,154000000000000000,33275924
0.61,15683,15199,13332,8322,240.038,242.13,14724.47848,28.646,1363,1920,314,1575,1648,310,25.55,280000000000000,107819,7840000000000000,1717443
0.47,14636,14258,9979,9036,231.059,226.759,13867.46188,27.104,1388,1921,287,1575,1674,290,26.65,330000000000000,120638,17400000000000000,3627287
0.48,15345,16699,12589,6230,245.443,253.713,14719.13792,23.313,1379,911,271,2995,1667,307,25.5,300000000000000,111327,37100000000000000,7825994
0.46,15310,14277,8190,8551,240.163,238.719,14144.46422,20.896,1354,1924,340,1308.5,1664,296,25.25,356000000000000,139355,103000000000000000,21814221
0.67,15416,18239,11209,7008,240.187,240.386,14441.70804,28.082,1356,1926,292,2117,1664,305,25.1,345000000000000,134248,5650000000000000,1195978
0.7,15438,20289,15147,7500,242.931,248.854,14591.04612,23.531,1399,914,268,5815.5,1651,305,27.15,306000000000000,108808,105000000000000000,22775577
0.5,15477,16242,12205,6700,241.131,249.676,14708.42056,19.979,1382,915,298,6649.667,1668,306,25.55,295000000000000,108881,11000000000000000,2306919
0.7,14640,20311,15684,7600,241.24,247.898,14593.90892,22.5,1394,916,241,6956,1683,306,24.9,378000000000000,135903,8290000000000000,1703330
0.54,14353,16733,13359,7100,241.193,242.693,14396.19512,23.042,1370,918,297,2653.5,1677,303,25.4,211000000000000,80215,5710000000000000,1187289
0.61,14644,18241,14797,7306,255.402,245.146,14297.9138,21.354,1363,919,312,2323.667,1657,300,25.7,197000000000000,75829,8420000000000000,1814514
0.64,15416,18244,12587,6211,249.86,245.728,14310.33568,19.833,1363,920,290,1805.5,1660,300,24.55,338000000000000,130417,18900000000000000,4049441
0.45,14807,17200,13265,6015,238.093,240.177,14615.16864,39.604,1350,922,325,1126,1654,307,25.7,146000000000000,58009,42000000000000000,9110054
0.48,15045,16161,12004,6832,241.326,234.01,14319.30108,25.429,1364,923,291,1985.667,1640,300,25.45,267000000000000,102616,5240000000000000,1165484
0.51,15002,16169,13420,6282,241.347,236.76,14565.15204,38.408,1355,924,306,1772,1657,305,25.4,243000000000000,95338,8520000000000000,1837395
0.58,14457,18224,14458,6213,245.979,247.26,14347.87048,30.122,1398,925,285,4461,1671,303,25.1,279000000000000,99785,7330000000000000,1542275
0.63,15059,18978,13891,6715,246.906,248.451,14532.6748,29.938,1352,926,305,3859.667,1642,308,25.95,271000000000000,106995,6900000000000000,1529017
0.8,15310,21780,18070,7398,252.635,250.566,15008.12508,27.021,1369,927,278,3116.333,1667,315,26.2,334000000000000,126978,11100000000000000,2354567
0.72,14828,18723,13124,7045,256.551,252.177,14347.99954,29.98,1394,928,260,3441.667,1627,303,25.55,389000000000000,139953,7420000000000000,1685594
0.82,15185,22247,13293,7000,251.76,237.482,14601.12944,35.75,1352,1932,312,2100,1596,308,25.8,341000000000000,134604,6990000000000000,1683375
0.71,15507,20282,14863,7400,244.218,253.06,14609.10884,23.583,1383,933,262,5752,1660,310,24.55,465000000000000,170308,8210000000000000,1749306
0.92,15295,24410,17791,7559,256.388,247.954,14878.45612,27.429,1391,934,270,1907.5,1689,312,26.4,393000000000000,141646,7660000000000000,1551082
0.9,15465,24319,15392,8400,234.974,223.927,14672.35676,40.816,1383,1933,283,6220,1666,309,26.7,395000000000000,145336,79900000000000000,16882096
0.4,15165,17373,11040,6161,242.259,243.843,14933.19816,36.125,1380,1934,275,7762,1638,315,25.9,330000000000000,122384,5080000000000000,1131216
0.66,14797,19241,14095,7343,250.843,239.28,14389.2726,36.521,1337,1935,319,1995.5,1652,302,26.3,316000000000000,128995,7150000000000000,1553182
0.61,15528,18710,14772,7548,246.91,250.878,14873.95308,32.96,1399,935,238,6697.333,1664,315,25,318000000000000,113338,74100000000000000,15762762
0.44,15556,16223,10967,6047,242.823,233.41,14665.70072,23.333,1359,936,312,1835.5,1627,308,25.15,324000000000000,125952,24400000000000000,5539249
0.5,15118,17110,6566,6744,253.864,253.098,14338.82288,28.896,1303,938,356,5544,1650,302,24.6,66300000000000,29272,115000000000000000,25227211
0.38,15203,16769,9628,6289,254.582,251.754,14070.65308,22.776,1350,939,303,3898.667,1662,298,26.45,69800000000000,27655,10800000000000000,2312745
0.58,14985,17912,10809,6016,251.293,247.21,14415.48824,22.917,1330,940,314,3041,1643,304,25.7,238000000000000,98373,5880000000000000,1296370
0.59,15261,17147,12433,6362,254.293,252.127,14810.86176,23.125,1354,941,315,6848.333,1662,313,24.55,259000000000000,101363,9860000000000000,2098605
0.68,14636,18130,10442,6365,253.793,249.922,13854.72116,23.188,1326,942,329,4182,1669,293,25.45,229000000000000,95153,7080000000000000,1485339
0.49,15054,16889,11992,6358,252.215,253.148,14329.97144,22.571,1364,943,298,3847.667,1679,300,25.95,249000000000000,95207,7190000000000000,1480930
0.55,15499,18242,10449,6312,252.023,252.776,14384.31352,24.25,1340,944,340,3956.667,1638,305,24.55,281000000000000,112881,9080000000000000,2011344
0.85,14034,22187,17218,6181,241.217,238.893,14081.47594,28.082,1341,951,326,1906.5,1672,300,27.35,136000000000000,54961,7700000000000000,1614668
0.77,14572,19693,12393,7197,244.6,238.869,13913.67884,18.125,1379,1941,276,2155.5,1670,296,27.25,108000000000000,40438,82400000000000000,17369457
0.55,14828,16152,14770,6220,241.048,238.598,15081.45288,65.75,1313,953,341,1820,1665,319,24.5,178000000000000,76969,15400000000000000,3284164
0.48,14528,16146,14640,6219,241.006,240.36,14077.28054,52.792,1357,954,298,1814.5,1652,299,26.95,10200000000000,3983,17700000000000000,3858901
0.57,15030,16345,12489,7000,242.403,243.772,14373.3053,23.489,1380,959,267,2701,1655,303,25.55,102000000000000,37685,7990000000000000,1726663
0.53,14903,18202,11084,5800,251.156,240.36,14312.94296,20.898,1345,963,336,2839,1640,301,26.5,49100000000000,19564,41200000000000000,9100815
0.6,14694,16130,10867,6249,241.153,237.106,14191.19776,30.333,1360,972,304,1659,1681,300,25.2,58200000000000,22608,5760000000000000,1191864
0.62,15275,16133,13783,6227,241.136,238.876,14241.25012,30.531,1339,973,324,1682,1652,300,25.55,22500000000000,9168,5320000000000000,1159208
0.36,14645,14139,9534,7009,225.102,219.31,14492.88048,31.042,1354,1954,312,1485.5,1650,303,24.5,60500000000000,23826,7690000000000000,1680877
0.47,15201,15224,15900,7024,230.956,226.032,15112.37948,32.458,1368,1955,302,1966,1671,320,26.4,73500000000000,28056,11000000000000000,2308697
0.4,15133,16005,9929,8080,240.112,231.496,14267.23072,23.813,1365,977,285,3076,1661,302,25.4,6940000000000,2662,7050000000000000,1507378
0.4,15125,16033,10007,7862,241.027,241.772,14341.40228,27.688,1341,978,329,1795,1676,304,24.65,6470000000000,2610,6070000000000000,1261313
0.29,15395,16131,3312,6286,241.223,236.811,14153.27408,22.354,1348,996,334,1483.5,1689,298,26.2,19800000000000,7900,466000000000000000,94863882
0.57,15194,16136,11885,6296,228.953,229.919,14363.18964,62.604,1357,1000,312,1711,1682,305,26,27100000000000,10616,50700000000000000,10463838
0.39,14556,14224,6808,6338,239.942,235.15,14056.46256,22,1340,1005,312,2493,1583,299,25.8,3220000000000,1304,7530000000000000,1854061
1,15297,27187,11991,7096,237.378,236.056,14264.205,39.022,1284,1976,380,2305.667,1693,300,25.7,27200000000000,12501,14700000000000000,2967677
0.9,15131,27217,14722,7078,235.918,231.471,14461.8008,34.469,1280,1977,358,2200.667,1679,300,24.8,24200000000000,11220,18700000000000000,3869845
0.86,14809,22748,13522,7352,232.163,240.886,13625.4442,25.979,1288,1978,346,2311.333,1633,286,30.1,46800000000000,21338,21600000000000000,4865134
0.8,16250,21194,14384,6000,239.1,238.1,14830.85204,25.938,1363,1985,346,2322,1656,307,41.25,169000000000000,65189,29100000000000000,6273257
0.62,15506,17150,10424,6005,227.1,232.6,14227.45336,30.935,1297,1986,371,2676.333,1666,295,25.25,65100000000000,29086,4600000000000000,976495
1.02,14289,22344,10463,7879,234.1,235.191,13749.13132,28.938,1320,1988,381,3408,1679,288,30.7,158000000000000,66916,6920000000000000,1432731
0.7,14496,19130,13745,6988,236.806,232.391,14265.00808,25.938,1334,1997,313,2839.5,1635,300,26.35,293000000000000,119963,15800000000000000,3530979
0.93,15105,21136,14665,6982,239.16,232.395,14773.18116,27.938,1358,1998,314,3145.5,1689,310,25.25,350000000000000,136275,6580000000000000,1336927
0.69,13642,19100,15009,6995,239.16,234.327,14360.23364,30.042,1362,1999,303,2832.25,1694,300,24.6,397000000000000,153086,6070000000000000,1224418
0.61,14635,18054,14513,5508,239.16,235.314,14621.73736,32.184,1351,2000,346,2556,1661,306,25,153000000000000,60549,7710000000000000,1648359
0.69,14076,18152,13474,6303,239.16,239.36,14272.70026,28.184,1344,2002,278,3858.25,1634,298,25.55,189000000000000,75934,21000000000000000,4704319
0.75,14796,20405,14489,7300,239.16,243.517,14312.64412,29.51,1338,2003,327,3602.4,1635,300,25.05,329000000000000,133773,7000000000000000,1568235
0.64,14172,18926,13587,6000,242.452,243.069,14499.27124,28.646,1346,2004,290,2535,1676,305,24.65,145000000000000,58121,12000000000000000,2498482
0.6,14104,18928,14696,5500,239.976,242.716,14318.76396,33.98,1380,2005,296,2250,1640,300,26.2,94300000000000,35054,14200000000000000,3161268
0.66,14297,19426,11945,8221,240.077,240.91,14136.57118,35.729,1352,2008,289,2700.333,1663,295,26.05,3340000000000,1323,8040000000000000,1718074
0.6,15579,17727,8987,7161,236.868,245.26,14735.46348,25.021,1351,2009,314,1920,1674,301,25.25,50000000000000,19801,77800000000000000,16288742
0.38,15046,16766,9416,7497,239.993,239.807,14760.30108,30.583,1353,2017,324,5382.25,1655,302,25,10100000000000,3950,8810000000000000,1901228
0.72,15062,20457,15004,6200,240.749,240.02,14830.65242,35.063,1360,1045,289,2505.667,1669,304,25.95,10300000000000,3980,6960000000000000,1467237
0.76,16008,20558,16092,6597,240.708,239.324,14659.08924,32.292,1338,1046,310,4698,1637,298,30,37800000000000,15397,5390000000000000,1203136
0.67,15776,19245,11179,8712,239.593,236.808,15024.17942,29.854,1353,2020,325,2898,1670,313,25.75,73700000000000,29060,20100000000000000,4239872
0.7,15168,20249,14377,6990,238.291,235.785,14448.53772,28.396,1386,1059,283,3062.75,1640,302,27,104000000000000,38049,17100000000000000,3806293
0.53,15313,16162,9852,6084,232.544,234.3,14338.91524,41.733,1349,1076,314,2357.5,1680,302,25.45,53000000000000,21013,20900000000000000,4315022
0.63,15246,16162,10036,6032,241.24,234.768,14198.60438,31.604,1322,1085,329,1746.333,1625,300,27.05,101000000000000,42507,7800000000000000,1779110
0.6,15626,16196,9436,7246,241.303,233.347,14176.10656,31.979,1331,1086,327,2076,1680,300,25.3,151000000000000,62215,7990000000000000,1650629
0.58,14886,16145,10534,6140,241.306,231.623,14055.76292,32.306,1322,1087,302,2441.5,1647,296,27.2,33600000000000,14141,6520000000000000,1427961
0.61,15879,17142,15073,6157,241.115,230.776,14726.10462,33.042,1376,1088,284,2188,1643,310,25.25,100000000000000,37462,6040000000000000,1330878
0.67,15116,18136,12010,6146,236.926,230.49,14218.36086,36.923,1371,1089,286,2295,1672,300,25.95,113000000000000,42466,17400000000000000,3631075
0.65,15357,18394,12790,6658,241.157,240.49,14068.03066,31.979,1371,1090,304,2254,1662,295,25.15,307000000000000,115683,10000000000000000,2124212
0.57,14992,16156,12201,6012,241.136,240.49,14841.18424,34.542,1367,1091,282,1991.5,1660,310,25.05,17500000000000,6634,10900000000000000,2334633
0.48,15520,17219,10591,6768,236.358,238.67,14427.28556,21.896,1365,2033,326,2744.5,1670,305,26.5,79800000000000,30521,10200000000000000,2140641
0.48,15189,16364,10770,5800,241.959,242.961,14185.78166,30.102,1357,1092,324,2293.5,1653,300,25.45,88200000000000,34294,10300000000000000,2217236
0.6,15232,17849,12504,6200,241.323,240.49,14463.1332,39.729,1360,1093,291,1910,1683,308,25.3,174000000000000,67458,7870000000000000,1615016
0.38,15338,17248,7709,5486,250.011,242.122,14026.60396,26.833,1367,1095,280,6788.333,1638,296,25.6,272000000000000,104062,53800000000000000,12004797
0.36,14971,16284,10964,6600,250.163,244.553,14654.75172,30.959,1356,1098,305,5447,1630,308,25.7,135000000000000,52967,7210000000000000,1631974
0.39,14148,15212,9886,6300,241.253,238.804,13942.65368,34.688,1380,1099,275,2418.5,1654,295,25.6,30200000000000,11213,14800000000000000,3199664
0.37,15009,15824,11725,6300,241.323,239.323,14470.7114,37.229,1365,1100,310,2672,1643,305,25.6,160000000000000,61345,6790000000000000,1501581
0.39,15694,16238,5774,7699,239.566,238.67,14273.49988,24.813,1327,3037,330,2858.5,1647,300,22.7,89900000000000,37574,145000000000000000,31879570
0.42,14554,16228,11360,6914,241.306,237.798,14382.46832,36.755,1382,1101,310,2329,1671,304,26.65,65700000000000,24312,10100000000000000,2129840
0.45,14424,16205,10620,6024,239.878,230.49,14274.14124,36.306,1379,1102,293,2301,1664,300,26.1,13300000000000,4964,8470000000000000,1803481
0.65,14379,18208,12253,6167,239.969,230.49,14105.95988,46.333,1391,1103,259,2281,1658,295,26.6,225000000000000,81574,9190000000000000,1977953
0.6,15292,15229,10415,6000,239.816,242.003,14306.51776,23.542,1396,2038,300,4050,1650,300,26.45,133000000000000,47732,64200000000000000,14001996
0.6,15018,16174,12093,6748,243.878,228.905,13892.662,25.646,1383,2039,308,1793.5,1663,302,17.4,73200000000000,26980,4950000000000000,1054875
0.46,14483,16164,11806,6761,246.149,218.67,13924.242,30.333,1396,2040,280,1841,1684,302,18.3,118000000000000,42158,7350000000000000,1505798
0.57,14305,18317,9973,6159,243.707,228.813,14000.749,30.229,1375,1105,311,1871.5,1670,304,17.5,23400000000000,8733,11700000000000000,2445669
0.6,14284,18189,10468,6149,242.394,236.873,14070.336,29.771,1370,1106,284,1705,1680,305,15.05,194000000000000,72963,7470000000000000,1535588
0.53,14205,18181,9557,6145,240.295,230.74,13833.52,32.837,1402,1107,257,2154,1708,300,14.45,120000000000000,42081,13800000000000000,2694421
0.5,15269,17346,12484,6909,247.353,241.54,15315.74344,34.979,1383,1108,285,3669.5,1697,323,25.6,32500000000000,11884,13200000000000000,2625256
0.64,14988,18958,12504,6702,244.894,245.165,14645.28296,35.792,1378,1109,288,2989.333,1678,308,24.75,206000000000000,75920,10100000000000000,2083888
0.56,15483,16143,11712,6395,241.186,240.54,14062.70844,35.063,1389,1110,297,3249,1675,295,24.5,175000000000000,63260,15900000000000000,3300127
0.71,15186,18239,14468,7202,231.152,236.54,14428.7963,34.816,1386,1111,272,3346.667,1694,302,25.45,192000000000000,70015,10300000000000000,2063943
0.6,15401,16635,14149,6100,243.311,240.54,14100.9376,33.063,1387,1112,290,2740.5,1633,296,25.9,25900000000000,9446,17900000000000000,4018306
0.5,15270,16833,12724,7245,244.935,248.67,14337.66892,32.429,1377,2043,292,3121.5,1704,301,25.35,316000000000000,118220,22800000000000000,4514362
0.32,15045,16194,9031,6000,240.207,220.54,14442.04642,35.979,1349,1115,307,5378.5,1604,303,24.85,103000000000000,40811,7400000000000000,1757408
0.41,14843,16182,11820,6104,250.373,225.873,14528.80012,34,1389,1118,294,5339.25,1684,305,25.35,141000000000000,51577,5760000000000000,1182835
0.4,14092,16191,15708,6700,241.373,239.24,14537.3824,37.771,1420,1119,257,2960,1682,305,26,175000000000000,59709,8120000000000000,1675470
0.37,14327,16200,12000,5700,241.165,237.623,14173.08656,38.479,1398,1120,273,2296.667,1630,296,25.85,141000000000000,50560,6970000000000000,1577338
0.55,14360,16621,14464,7160,241.373,238.707,14506.7614,38.375,1387,1121,282,2337.333,1660,304,25.9,133000000000000,48821,5090000000000000,1092057
0.44,14135,16191,11543,6100,241.373,233.904,14291.55816,37.521,1372,1122,280,2303.333,1615,299,25.9,156000000000000,59022,5460000000000000,1272290
0.5,14207,17204,11990,6155,244.805,239.694,14478.5773,28.592,1352,1123,318,1706,1652,308,26.45,23400000000000,9247,18300000000000000,3978622
0.42,15809,16161,7373,6727,238.058,227.003,14537.59948,36.571,1349,2045,318,2278,1650,307,26.4,16600000000000,6582,25900000000000000,5660333
0.34,14598,16157,8622,6741,242.772,238.67,14367.81876,24.98,1396,2046,291,1940,1693,304,24.9,167000000000000,59855,11500000000000000,2317656
0.4,15485,16140,10010,7547,242.42,229.07,14583.991,43.417,1371,2047,307,4057,1656,305,25.85,155000000000000,58583,9120000000000000,1960593
0.52,15044,16157,9015,6751,239.503,228.67,14220.72256,34.25,1375,2048,279,1754.25,1640,296,26.75,17900000000000,6658,26500000000000000,5839391
0.54,16436,16185,9022,9424,225.437,226.41,14550.28384,25.085,1344,2049,343,2985.667,1653,307,25.55,128000000000000,51417,114000000000000000,24858139
0.47,16147,17258,6991,8231,234.109,228.754,14328.24266,22.042,1340,1129,360,6248.333,1688,302,26.05,64500000000000,26124,8970000000000000,1827068
0.45,15187,17200,9000,8813,239.275,237.546,14362.5064,24.979,1360,1130,328,5831.5,1711,302,25.4,185000000000000,71647,9070000000000000,1775949
0.51,14958,17192,10058,8843,241.317,240.546,14248.92924,27.021,1358,1131,293,5377.75,1683,301,25.2,143000000000000,55768,7700000000000000,1586179
0.59,15570,17176,10841,8891,241.171,240.546,14545.1903,30.5,1397,1132,295,5440.5,1636,306,25.35,129000000000000,46808,3750000000000000,844674
0.46,15476,17199,11436,6873,241.356,240.54,14484.7364,28.714,1370,1133,302,1900,1677,308,26.15,56400000000000,21308,6820000000000000,1412405
0.4,15463,17203,10536,6870,248.928,238.54,14560.54776,29.306,1341,1134,335,1904,1667,308,24.8,123000000000000,49815,6680000000000000,1416713
0.45,15069,17189,11309,6863,241.356,240.54,14309.27908,26.633,1355,1135,273,1869,1650,302,36.2,40500000000000,15762,73500000000000000,15944853
0.5,14949,17195,8950,6896,244.181,240.61,13487.54448,25.939,1378,1136,282,1895.5,1608,285,35.8,50500000000000,18678,20200000000000000,4717019
0.61,15709,17172,10883,8799,231.1,229.6,13983.76184,26.917,1328,1138,335,3498,1704,295,25.25,118000000000000,48996,10100000000000000,2000386
0.73,15721,18733,8986,6248,226.269,236.54,14082.11464,27.979,1327,2062,345,2728,1644,297,25.45,143000000000000,59264,171000000000000000,37670361
0.69,15185,16699,11957,8814,231.443,230.547,13696.3362,31.878,1334,1139,351,1834.5,1652,292,25.6,57800000000000,23693,15900000000000000,3440254
0.67,15453,17227,16252,9316,236.223,236.606,14372.99548,30.574,1368,1140,291,3175,1677,305,24.7,204000000000000,77814,28800000000000000,5970951
0.5,14341,16703,12675,6000,241.183,234.517,14099.0482,34.333,1339,1141,305,2076,1665,299,24.55,48200000000000,19575,24500000000000000,5194857
0.4,14372,16209,9966,5555,238.54,230.54,13897.19908,26.688,1330,2065,332,2571,1677,295,25.8,41300000000000,17095,19800000000000000,4121504
0.44,14789,17134,10167,6006,238.54,239.397,14445.49716,21.5,1389,2069,278,2464.5,1686,301,25.35,112000000000000,40768,20600000000000000,4224128
0.42,14281,17137,10200,6000,249.561,241.722,14146.90606,22.146,1389,2070,272,2427.5,1695,300,26.05,350000000000000,127096,51600000000000000,10372164
0.6,15500,18164,7855,6868,241.416,232.179,14196.16308,22.673,1367,1146,318,2186,1675,299,27.05,264000000000000,99989,25400000000000000,5262159
0.52,15341,16132,8042,6818,241.371,230.284,14665.22944,25.688,1324,1147,332,1866.5,1696,306,25.75,221000000000000,92156,7340000000000000,1465685
0.52,15507,15900,12902,6004,237.144,227.645,14612.45034,34.5,1344,2073,340,3060,1650,310,25.85,19600000000000,7792,9280000000000000,2008884
0.51,14273,15898,12511,6030,224.641,233.984,13908.5722,41.511,1325,2074,337,3032.333,1676,294,27.4,61600000000000,25608,28200000000000000,5833677
0.55,14672,18139,11482,6800,242.642,238.886,14231.245,27.875,1333,1153,307,5311.75,1625,305,25.2,53700000000000,22096,8080000000000000,1844634
0.71,15056,18185,12180,6725,241.433,240.6,14311.41324,29.396,1350,1155,319,5406.5,1682,303,25.65,196000000000000,77848,10500000000000000,2160005
0.51,13794,16500,1000,6500,239.683,236.85,14193.90292,34.188,1347,2080,321,3134.333,1670,300,25.25,29600000000000,11846,13500000000000000,2846104
0.73,15571,19271,14730,7813,251.988,240.6,14335.22676,27.735,1340,1157,309,2396,1642,305,24.5,12900000000000,5237,9140000000000000,2025407
0.54,14882,18164,12738,8135,253.625,240.5,13733.7,27.104,1362,1159,305,1721.5,1662,300,24.3,138000000000000,53177,6220000000000000,1327685
0.58,14268,18159,13018,6856,255.196,246.127,13871.328,26.469,1372,1160,316,1719,1692,306,20.3,167000000000000,62837,12000000000000000,2428978
0.54,14492,18168,13992,6874,241.233,240.4,13848.74,27.542,1298,1161,358,1743.5,1674,305,20.3,165000000000000,73122,6900000000000000,1437249
0.56,16415,15460,15529,8937,237.359,230.669,14528.9753,36.49,1329,1162,325,2783,1657,310,26.55,268000000000000,110599,147000000000000000,31405043
0.49,14060,16137,7971,5675,239.687,242.406,13359.88532,27.755,1273,2085,363,2831.333,1663,285,26.9,127000000000000,59672,6050000000000000,1281820
0.56,14931,14398,9984,8361,231.306,230.556,14452.32632,33.083,1321,1164,325,2550.667,1651,309,25.5,207000000000000,87334,4380000000000000,951575
0.65,13860,16508,6182,5800,226.642,230.739,13920.54388,28.354,1388,2086,285,3092,1642,298,27.4,92800000000000,33783,40200000000000000,8885593
0.48,14660,15970,6659,6100,241.383,233.407,13869.27424,28.25,1287,1169,359,5510.75,1686,296,24.7,162000000000000,74102,6390000000000000,1308092
0.5,14307,15962,9762,6200,241.407,235.005,13928.66152,27.367,1364,1170,302,5176.5,1660,298,25.45,121000000000000,46655,6740000000000000,1445244
0.48,14525,15963,7354,7144,241.264,240.556,13912.85468,28.771,1327,1171,374,5183,1675,295,25,118000000000000,49252,6400000000000000,1337633
0.47,15449,15954,7544,7530,241.285,240.556,14035.70946,27.979,1319,1172,343,5618,1675,300,25.55,118000000000000,50249,7830000000000000,1636439
0.56,16232,15602,9608,8506,231.383,230.55,14399.6544,22.729,1339,1174,314,1872,1662,306,26.25,138000000000000,56175,10900000000000000,2335173
