HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.51,15780,18172,7921,7310,250.083,246.341,14199.11492,23.792,1319,2088,384,1830.5,1657,302,25,18200000000000,7697,11000000000000000,2359775
0.69,15026,18199,16537,7506,252.509,248.726,14088.1364,27.837,1366,2090,287,2535,1660,302,23.25,198000000000000,75554,6010000000000000,1281827
0.59,15040,16132,15105,6622,240.029,230.903,14451.42868,42.063,1341,1184,310,1939.5,1654,308,26,265000000000000,106899,4960000000000000,1072016
0.46,14853,16120,13310,6610,240.467,228.883,14315.49992,39.625,1369,1187,333,1685,1664,304,25.4,203000000000000,77297,4860000000000000,1033892
0.6,14577,18816,12368,7386,241.389,240.556,14277.99972,39.771,1356,1188,305,5887,1663,303,24.5,125000000000000,48944,11600000000000000,2465416
0.63,14945,18199,9193,8460,241.202,240.556,14167.7458,36.958,1300,1191,372,6442,1614,301,25.25,111000000000000,49471,4560000000000000,1062903
0.68,14221,15438,15625,9861,236.66,236.556,14082.27012,37.563,1358,1192,286,3051.667,1648,297,25.3,146000000000000,57028,8990000000000000,1970581
0.74,14934,17293,12914,9919,236.154,235.05,14644.04792,29.646,1334,1193,331,2725,1629,307,25.75,146000000000000,59845,5580000000000000,1265194
0.52,14597,16657,8229,5337,229.354,228.5,13595.09478,23.167,1315,2092,345,1694.333,1625,288,26.45,68800000000000,29485,89900000000000000,20533461
0.67,15670,17234,10991,9882,240.985,240.55,14661.07808,30.239,1336,1194,325,2749,1648,310,25.7,38200000000000,15617,16900000000000000,3704009
0.72,15601,18295,12441,6500,229.459,228.5,13574.40108,28.694,1355,2093,300,2691.5,1674,288,24.3,77500000000000,30321,25000000000000000,5213566
0.59,15400,16219,13843,8346,240.988,240.55,14074.92116,37.604,1318,1199,320,2971.667,1630,298,25.3,75400000000000,31896,8450000000000000,1901736
0.6,14335,17203,13679,7000,241.326,237.823,14258.37456,40.245,1372,1200,276,2457,1655,302,25.55,335000000000000,125575,9120000000000000,1960525
0.54,14064,16195,13055,6900,241.366,237.772,13967.25248,40.694,1344,1201,309,2273.5,1665,297,25.75,131000000000000,52111,11900000000000000,2511605
0.51,14857,16180,12588,6940,241.369,236.356,14541.64,46.125,1350,1202,323,2082,1625,304,25.25,123000000000000,48482,4450000000000000,1010994
0.56,13577,16180,13505,6700,241.217,239.55,14054.305,47.313,1370,1203,263,3558,1675,293,25.45,120000000000000,45231,6810000000000000,1414520
0.45,14552,17479,6020,5800,244.231,236.372,13945.9395,24.163,1298,2094,366,2229.667,1669,292,25.15,196000000000000,86854,197000000000000000,41492293
0.53,14329,16160,10124,5700,241.321,236.883,14106.764,40,1320,1204,331,966,1622,294,25.8,24300000000000,10270,17300000000000000,3973823
0.5,14110,17720,9810,6000,240.159,224.88,13957.87,30.333,1350,2095,326,5264.5,1648,291,26.2,165000000000000,65313,17900000000000000,3905643
0.49,14053,17729,12027,6422,249.076,224.08,14243.171,33.583,1359,2096,311,4890.25,1675,297,25.7,71600000000000,27795,6370000000000000,1326231
0.46,13878,16244,11522,6153,239.513,234.236,14252.65,41.958,1341,2097,283,1994.667,1669,298,25.5,266000000000000,107373,6990000000000000,1472163
0.68,14314,18235,13678,6303,241.244,230.55,14443.91852,44.857,1320,1206,340,2044,1636,302,26.05,21300000000000,9006,10000000000000000,2246216
0.47,14626,16713,11660,7170,241.348,240.556,14389.21666,37.063,1340,1207,330,6355,1654,300,25.75,113000000000000,45730,8400000000000000,1817961
0.45,14319,16833,12489,8097,241.264,240.556,14242.27388,32.958,1336,1208,292,6367.667,1668,297,27.1,312000000000000,127685,6830000000000000,1443147
0.42,14910,16469,12347,7087,240.869,234.744,14396.686,39.5,1354,12010,304,6715.333,1611,300,25.7,118000000000000,46253,11900000000000000,2798542
0.57,14931,17271,13927,8121,241.369,240.556,14449.0961,44.833,1398,1211,256,6203.333,1634,303,25.45,183000000000000,65586,11000000000000000,2472457
0.51,14558,16162,12927,6769,239.513,230.218,14386.22864,39.875,1348,2100,310,1675.5,1678,300,25.6,29700000000000,11852,18200000000000000,3784401
0.47,17097,15976,15182,9545,236.342,232.421,14388.84492,30.313,1329,1214,358,3510.333,1640,302,25.65,15600000000000,6473,18000000000000000,3993292
0.63,15733,16852,17766,6137,249.534,240.394,14921.87056,28.563,1354,2102,324,1889.667,1697,310,26.6,37000000000000,14484,89500000000000000,17915739
0.6,15604,16846,14557,8984,235.3,223.502,13593.45138,41.333,1379,1216,310,3328,1635,285,25.85,25300000000000,9392,16200000000000000,3618358
0.48,14798,17386,12491,7466,245.109,239.823,13182.197,35,1368,2104,305,1723.333,1680,291,27.35,109000000000000,41166,9470000000000000,1950450
0.78,14110,15417,14654,6413,241.448,235.65,13783.2086,32.592,1389,1220,283,5343.5,1670,293,25.3,7440000000000,2719,40000000000000000,8435307
0.57,15111,17253,11862,6693,228.974,238.853,13926.9241,41.857,1340,2108,361,2410,1655,297,25.55,32200000000000,13119,21200000000000000,4606748
0.62,15026,18161,16395,6144,249.142,240.55,14377.5732,34.367,1345,1223,320,1847,1667,306,25.1,157000000000000,63175,6440000000000000,1366373
0.56,14467,18162,13997,6153,241.363,240.55,13711.82578,36.708,1295,1224,342,1940,1661,290,26.25,163000000000000,73449,7930000000000000,1700417
0.56,14197,16968,14995,6124,243.508,246.55,14074.02012,42.104,1370,1225,298,3450.5,1621,298,25.25,155000000000000,59020,8330000000000000,1922012
0.65,14076,18456,15350,6000,234.842,241.95,14476.4049,41.167,1339,1226,310,2478.333,1655,310,25.05,129000000000000,52368,8530000000000000,1847020
0.67,15097,18181,12442,6370,234.283,243.135,13710.98708,32.489,1354,2115,327,2766.667,1658,292,26.9,188000000000000,74037,11100000000000000,2395308
0.72,14801,20273,14867,5867,241.196,240.55,14213.38174,30.729,1346,1228,332,2656,1675,304,24.55,115000000000000,45919,5500000000000000,1146873
0.68,14416,19431,14994,5800,241.366,240.55,13679.20162,34.367,1365,1229,289,2701.333,1668,292,26.65,146000000000000,55822,7170000000000000,1512779
0.72,15427,20308,18295,6000,241.434,240.556,14642.63748,34.327,1358,1230,321,2662.667,1664,312,25.3,139000000000000,54144,6150000000000000,1305407
0.8,14929,20773,16498,6000,241.217,240.55,14218.162,28.208,1353,1231,313,2376,1659,306,25.9,191000000000000,74898,10800000000000000,2301560
0.58,14691,18190,1000,6894,237.21,240.55,14081.48856,30.84,1371,1232,286,5712.5,1638,294,30.05,28300000000000,10641,91000000000000000,20180886
0.81,14863,21222,16101,6792,238.85,243.583,14160.5562,26.531,1381,2121,264,2097.75,1673,297,30.05,105000000000000,39012,8510000000000000,1778778
0.66,14918,18219,13586,7300,238.85,243.983,14341.16512,25.875,1355,2122,306,5193,1655,298,30.7,40500000000000,15839,8720000000000000,1882116
0.71,15259,18189,18050,6700,252.85,246.312,13896.95124,31.854,1374,2125,301,1792,1679,298,24.8,210000000000000,79158,11000000000000000,2279268
0.65,15506,19238,9447,7329,240.592,227.129,14134.51828,31.875,1335,1234,344,1745,1697,300,25.45,31800000000000,13051,246000000000000000,49528075
0.6,14978,19240,11552,6218,239.958,222.425,14232.0511,29.061,1341,1235,346,1659.333,1652,303,24.85,19400000000000,7814,11900000000000000,2567489
0.55,15167,20158,14149,6721,239.774,222.844,14150.07552,31.592,1377,1236,284,2273.5,1685,300,25.1,86300000000000,32292,4850000000000000,995101
0.59,15132,19269,13197,9417,240.702,230.612,14279.27852,29.958,1341,1237,293,2372.667,1689,302,25.3,35600000000000,14400,7920000000000000,1611955
0.65,15525,19191,15901,9458,240.285,238.497,14405.18482,32.306,1343,1238,301,2397.333,1675,305,25.45,16300000000000,6552,17200000000000000,3595928
0.61,14698,19195,18518,9478,236.363,233.55,14072.38474,36.479,1371,1239,270,2384.333,1688,298,24.35,10600000000000,4005,18300000000000000,3718434
0.61,15684,19212,17915,9581,240.285,224.836,14255.15108,31.02,1299,1240,345,2378.333,1668,303,26.1,42700000000000,18917,8170000000000000,1719484
0.82,13748,20198,13901,7114,229.574,233.285,13679.68064,41.558,1344,2133,297,2450.667,1707,290,24.7,235000000000000,93726,7730000000000000,1514908
0.73,14592,18158,14280,7000,245.938,240.55,14311.8716,33.837,1380,1243,276,5517.75,1630,303,25.6,109000000000000,40168,98800000000000000,22245605
0.76,15284,20210,13577,7000,232.832,236.9,14428.7302,33.727,1366,2135,288,2448.667,1682,305,24.85,17400000000000,6651,46300000000000000,9521147
0.7,14657,17676,15037,7050,244.404,240.55,14116.05536,30.646,1364,1245,297,5511.25,1672,300,25.25,90000000000000,34623,8280000000000000,1736255
0.62,14305,16146,15874,7181,226.295,220.186,14042.32422,34.872,1388,1246,237,5453.25,1667,297,25.65,89100000000000,32568,6520000000000000,1382002
0.78,15016,19185,17022,7050,234.196,230.55,14385.543,32.104,1378,1247,312,6122,1650,305,25.1,141000000000000,52523,3200000000000000,699252
0.7,14913,20205,15998,6999,248.029,247.425,14404.97374,29.021,1356,1248,295,2460,1659,305,26.35,118000000000000,46366,7340000000000000,1578252
0.68,14139,20185,15966,7000,248.633,246.368,14117.65182,31.833,1376,1250,276,1854,1630,300,27.35,186000000000000,69890,5470000000000000,1238539
0.72,14816,21165,15253,6557,241.21,235.06,14401.78456,35.25,1387,1252,269,1877,1647,305,25.9,29600000000000,10869,40300000000000000,8867115
0.78,14603,20290,18870,7608,246.733,246.9,14647.41632,32.75,1362,2138,302,1705,1687,310,26.3,138000000000000,53334,25600000000000000,5251612
0.82,15510,20226,18929,7000,226.052,225.426,14720.77476,51.043,1394,2140,262,2506,1680,310,25.2,344000000000000,124089,11200000000000000,2327510
1.26,14417,24037,8717,8300,233.296,238.438,13353.79008,23.021,1256,2142,389,2740.667,1710,288,26.75,22400000000000,10983,9900000000000000,1938709
0.83,14970,20748,9876,7917,232.533,237.633,13708.93214,25.204,1280,2144,360,6120.75,1635,292,29.55,21500000000000,9959,6420000000000000,1438002
1,15612,23025,7940,3697,241.356,227.96,13570.17994,37.542,1281,1253,366,1266,1651,292,25.65,21500000000000,9994,591000000000000000,128737998
1.02,14412,24252,16001,7382,245.692,244.054,13435.1814,30.75,1312,2150,322,2385.333,1605,290,25.6,35600000000000,15365,11300000000000000,2680218
0.8,14145,21163,14990,6485,242.848,225.46,14217.63868,68.51,1342,1255,322,2260,1683,308,25.6,77800000000000,31451,6600000000000000,1359349
0.58,14916,17502,10125,8039,233.711,230.999,14278.0795,34,1331,1257,335,3039.333,1623,301,25.35,37700000000000,15595,6210000000000000,1425516
0.64,15156,17283,11633,9310,237.029,234.113,14564.20276,38.208,1354,1258,314,2863.667,1640,307,25.55,114000000000000,44954,8970000000000000,1993937
0.6,15212,17250,9492,9000,231.282,231.29,13775.0615,31.51,1358,1261,328,2698,1723,292,24.25,167000000000000,64722,11300000000000000,2165997
0.6,15717,17033,6603,8614,234.466,238.716,14349.5566,18.918,1331,1264,362,7372.667,1652,305,24.75,59600000000000,24665,7480000000000000,1626653
0.7,14793,17032,10595,7929,241.297,240.46,14226.02496,24.898,1278,1267,362,6916.333,1665,301,25.55,26700000000000,12435,6330000000000000,1342351
0.65,15025,18187,5317,6844,239.859,237.65,13954.20056,18.714,1279,2151,375,3052.667,1679,295,25.5,26800000000000,12485,496000000000000000,102835044
0.64,15015,18184,11765,7263,234.839,234.838,13825.75408,32.265,1343,2152,320,2940.333,1661,293,25.65,71600000000000,28968,4960000000000000,1065263
0.63,15400,17705,13387,6801,249.567,251.111,14128.98578,25.708,1351,2153,340,1628,1695,300,24.65,133000000000000,52948,7890000000000000,1593565
0.56,14936,17587,13604,6796,250.186,253.7,14220.73196,30,1350,2154,301,1835,1690,300,25.8,133000000000000,52875,31900000000000000,6496635
0.6,15103,16127,11318,6400,241.079,233.893,14361.17376,29.958,1349,1278,324,7089.667,1617,309,25.5,6620000000000,2628,7610000000000000,1760149
0.73,14239,17225,12346,7900,241.15,237.991,13652.917,29.292,1365,2167,304,6511.333,1663,296,25.9,3470000000000,1325,5630000000000000,1194103
0.7,13646,17234,14530,7500,241.671,228.9,14308.58652,31.271,1375,2168,295,5154.25,1691,302,25.2,17900000000000,6663,13100000000000000,2647829
0.57,14375,15656,11914,7871,230.152,231.173,13647.98724,24.708,1381,1303,261,3274,1648,295,25,61800000000000,22929,11500000000000000,2522892
0.6,14317,15656,11914,7871,221.027,220.339,13681.47268,24.396,1370,1304,260,3086.333,1643,293,25.6,45800000000000,17402,9670000000000000,2137978
0.64,15803,18742,13980,7000,239.513,238.7,14032.99164,35.021,1385,2177,266,2642.667,1660,303,26.5,95700000000000,35189,70100000000000000,15040327
0.66,14409,17163,12009,7841,231.006,230.256,13974.81284,28.417,1393,1305,268,3747.333,1638,302,24.9,30100000000000,10891,25700000000000000,5737229
0.6,14680,16169,10932,7819,229.631,230.97,14269.14684,29.583,1399,1306,259,5992.667,1648,301,25.65,88100000000000,31432,18700000000000000,4092666
0.63,13565,17158,10071,6237,240.958,235.583,13537.99638,29.104,1403,1307,283,3159.5,1662,290,25.55,190000000000000,67156,7540000000000000,1611085
0.64,15276,16319,11823,6781,240.542,242.028,14335.6064,28.313,1400,1308,262,3357,1671,304,25.4,230000000000000,82006,4840000000000000,1016885
0.6,14721,17201,9941,8833,239.598,238.7,14288.05064,30.939,1328,2180,320,6710.667,1602,298,25.35,87100000000000,36169,8880000000000000,2110361
0.63,15308,17161,14722,8944,239.496,238.7,14452.13456,31.51,1386,2181,268,6514.667,1686,305,25.9,133000000000000,48536,4030000000000000,821542
0.62,14962,17183,13444,8900,236.516,236.7,13730.28212,30.98,1380,2182,286,6791.667,1625,296,25.1,134000000000000,49616,6980000000000000,1586934
0.62,14753,16695,9482,6353,241.027,234.256,13820.5677,31.229,1361,1310,315,3369.333,1688,297,24.75,44600000000000,17186,63400000000000000,12880764
0.63,14895,17180,13576,8228,246.802,239.233,13769.43806,28.918,1351,2183,307,2161,1666,296,25.05,117000000000000,45834,27700000000000000,5833025
0.54,14626,16041,11817,6384,230.496,221.315,13835.84614,29.673,1345,2186,312,1835,1673,300,36.05,262000000000000,104423,5310000000000000,1106777
0.6,15246,16137,12919,6375,239.516,223.994,13812.46204,37.02,1370,2187,306,1797,1648,300,25.3,120000000000000,45282,4670000000000000,1019823
0.47,14847,16143,10535,6389,239.554,224.075,13787.00224,32.354,1317,2188,358,1860.5,1688,300,25.45,75200000000000,32157,6910000000000000,1410146
0.66,14659,18188,11952,6381,235.429,223.7,13229.83372,36.5,1385,2189,270,1523.5,1650,285,26,92000000000000,33857,7680000000000000,1678580
0.6,13603,16142,12969,6422,239.033,221.129,13954.7412,30.188,1392,2190,239,1532,1669,301,26.8,116000000000000,42306,5300000000000000,1120435
0.6,14776,17165,11615,6573,240.964,235.607,14157.85284,34.184,1342,1313,345,2962.333,1652,306,25.15,126000000000000,51198,6390000000000000,1391300
0.65,15096,18517,14388,6567,244.174,236.962,14013.83936,25.041,1376,1316,255,2881.333,1653,304,25.55,115000000000000,43029,6590000000000000,1430329
0.78,15084,20366,15442,6863,244.434,236.188,14600.55204,25.122,1375,1317,288,2780.333,1655,312,26.3,114000000000000,43039,5500000000000000,1192005
0.52,14481,16356,13476,6378,239.964,233.083,14177.722,25.531,1392,1318,292,1975.667,1663,306,25.15,71300000000000,25884,7220000000000000,1541155
0.55,14654,16636,13576,6315,244.821,235.607,14225.54,29.388,1389,1319,293,2221.333,1662,308,25.2,81900000000000,29906,7940000000000000,1698880
0.58,15477,16645,15009,6366,241.083,236.65,14425.42096,28.167,1349,1320,309,2811.333,1670,312,26.6,92700000000000,36910,10800000000000000,2284039
0.52,15234,16146,5936,6601,239.807,233.205,14025.89684,22.98,1362,2192,303,2191,1636,303,25.3,51600000000000,19968,228000000000000000,51012655
0.44,14612,15646,8543,7119,239.868,237.335,13891.84284,27.082,1342,2193,332,1807.5,1670,296,27.6,38900000000000,15729,12100000000000000,2548205
0.57,14224,16144,10985,6400,239.766,236.132,14173.71036,29.918,1346,2194,310,2452,1680,303,25.4,62400000000000,24978,6690000000000000,1383846
0.55,14384,16144,12400,7100,239.868,241.2,14206.00608,30.327,1359,2195,296,2345,1665,304,25.65,68200000000000,26539,5610000000000000,1191558
0.63,14078,16140,12504,6430,239.783,239.25,13957.98484,28.271,1330,2196,329,2512.5,1673,297,24.7,75100000000000,31099,5770000000000000,1207147
0.75,14513,20195,12301,7800,236.644,235.783,13923.8285,33.429,1345,2200,290,3090.667,1620,296,25.75,229000000000000,91474,17400000000000000,3993549
0.73,15019,20195,10935,6779,234.283,235.513,14363.5747,29.271,1364,2203,315,1532.5,1687,301,39.75,453000000000000,173925,13900000000000000,2833509
0.8,15036,21769,12017,7266,226.138,236.2,14843.87772,30.313,1360,1323,295,1937.333,1648,310,32,161000000000000,62333,109000000000000000,23839322
0.92,15641,25284,12951,7740,227.395,236.15,14117.36916,44.735,1353,1324,329,2023,1678,305,24.85,121000000000000,47525,9510000000000000,1972423
0.74,15496,20187,12466,6700,241.008,234.403,13545.79932,23.163,1345,1328,304,2309.667,1670,292,25.7,190000000000000,76184,12800000000000000,2689857
0.7,14710,18816,8711,9147,237.702,238.049,13701.5518,39.796,1352,1331,312,5356.6,1676,302,40.45,110000000000000,43458,100000000000000000,20836448
0.73,16205,20187,5319,7800,239.723,238.89,14050.707,16.167,1241,2209,383,2824.25,1702,300,31.9,68800000000000,34820,252000000000000000,49866989
0.51,15578,19361,4026,7454,243.14,244.99,13631.25096,23.938,1280,2214,399,4243,1633,290,35.95,85900000000000,39781,11300000000000000,2534181
0.65,15890,19311,7991,6057,238.849,240.185,13364.2724,24.755,1263,1337,377,2460,1601,290,25.2,94100000000000,45355,8110000000000000,1929665
0.59,15598,16808,13524,6315,240.844,239.594,14275.8652,28,1351,1340,300,2603,1663,309,25.5,93300000000000,36934,4790000000000000,1020558
0.67,14861,17376,14491,7885,239.322,220.405,14119.18012,27.458,1357,1341,301,2320.333,1672,304,25.7,30500000000000,11926,6910000000000000,1449249
0.64,15769,18165,16082,9016,233.53,230.03,13853.63752,31.625,1348,1342,318,2157.333,1650,300,25.05,112000000000000,44702,7090000000000000,1545562
0.61,14420,18008,14808,6000,229.613,228.78,14320.64868,45.438,1358,2216,313,2926,1692,301,35.5,47600000000000,18600,25300000000000000,5136264
0.58,14484,18229,14285,9617,240.051,238.78,13942.084,41.021,1368,2217,312,6201.75,1659,303,25.4,80600000000000,30757,4290000000000000,921414
0.54,13962,18239,12820,9860,239.301,238.78,13785.74488,42.208,1334,2218,313,6011.5,1653,290,34.55,50700000000000,20866,7400000000000000,1608251
0.61,14970,16323,9456,7000,239.739,234.718,13907.43652,33.776,1334,2220,336,3054,1684,302,26.4,133000000000000,54741,8790000000000000,1807419
0.52,14708,15642,11755,7000,239.613,235.566,14006.724,34.729,1344,2221,294,2877,1669,305,24,140000000000000,56066,7880000000000000,1653446
0.74,13903,18851,14723,8600,238.655,235.891,13882.07856,40.458,1379,2224,280,5636.25,1663,301,25.1,39800000000000,14699,4460000000000000,945462
0.6,14845,18701,14537,7098,245.468,238.78,14145.62664,59.25,1368,2226,288,1865,1670,307,24.7,87600000000000,33089,5750000000000000,1202326
0.61,14353,16159,12104,7790,244.496,241.1,14082.1919,28.146,1375,1344,265,1692.5,1667,305,25.15,3570000000000,1331,265000000000000000,55639985
0.6,14249,18164,12954,6109,246.079,241.191,13971.13468,29.792,1368,1346,293,980,1620,298,36.85,198000000000000,74860,8910000000000000,2040778
0.5,14719,16688,10432,7080,234.728,227.064,13681.6692,38.714,1343,2227,321,1586,1634,297,24.7,337000000000000,135174,113000000000000000,25198703
0.53,14154,16187,11471,6583,245.538,240.1,13906.71848,28.792,1367,1350,315,1667.5,1650,301,26.4,97800000000000,37375,32400000000000000,7081023
0.52,14964,16173,11192,6590,238.549,220.1,14046.03576,29.184,1366,1351,295,1735.5,1638,305,24.75,218000000000000,83374,5160000000000000,1151162
0.45,14439,15474,9193,5800,240.808,240.1,13868.56908,28.229,1344,1353,327,2290.667,1630,298,25.9,256000000000000,103036,7480000000000000,1695536
0.68,15276,18257,13153,6239,240.933,240.1,14325.42832,28.146,1372,1354,287,2997.667,1655,306,35.1,266000000000000,100584,8350000000000000,1808484
0.95,14487,24407,14586,7400,235.398,236.106,13350.78724,26.979,1340,1356,338,2867.5,1666,290,25.7,32200000000000,13087,17900000000000000,3801332
0.7,14468,15217,14444,7090,219.666,218.85,14069.91186,39.429,1361,2230,313,1974,1650,304,25.35,89200000000000,34566,6080000000000000,1326692
0.46,13479,14747,10123,7100,239.683,232.35,13951.57056,32.417,1384,2232,273,5098.667,1657,301,25.5,136000000000000,50028,10000000000000000,2165412
0.5,13473,15262,6378,7500,239.496,236.683,13833.34308,30.313,1330,2234,332,2604,1605,299,25.55,15600000000000,6481,6100000000000000,1444382
0.53,14967,15224,7198,7500,239.392,236.475,14025.69556,31.354,1347,2235,350,2413.5,1650,305,25.85,36200000000000,14434,8010000000000000,1744530
0.55,14373,15773,10949,7566,236.728,236.85,13917.04534,32.122,1330,2236,319,1872,1694,300,26.15,113000000000000,46508,31200000000000000,6281554
0.56,14442,16249,9000,6422,241.009,240.176,13887.74364,21.938,1378,1359,296,3302.75,1675,300,25.4,231000000000000,85529,52200000000000000,10838298
0.52,14892,15899,10986,9587,235.517,236.833,14195.10358,36.625,1379,1362,254,2204,1659,307,24.85,234000000000000,86486,31800000000000000,6771781
0.67,16160,17869,13636,9531,240.802,245.761,14102.21904,26.292,1374,1363,294,2037.333,1653,305,25.2,228000000000000,85092,8670000000000000,1867361
0.68,14849,17870,11946,9528,240.767,242.233,13995.80136,28.833,1353,1364,307,2046.333,1679,300,25,312000000000000,122097,7700000000000000,1584289
0.57,16070,16889,13326,9520,240.823,241.007,14646.66876,26.063,1349,1365,337,3280.667,1655,317,25.2,172000000000000,67915,5100000000000000,1095132
0.63,14392,17357,11975,8295,235.61,238.715,13828.4366,24.551,1368,1366,307,2222.667,1643,299,25.1,346000000000000,131514,12000000000000000,2655022
0.55,14869,16362,9957,9474,245.017,246.833,13873.42716,22.5,1348,1367,327,2035,1682,298,25.95,261000000000000,103596,7630000000000000,1568238
0.76,15624,19795,16521,8345,250.945,251.38,14132.95152,24.957,1360,1368,311,2110.667,1676,303,26.4,320000000000000,124080,6760000000000000,1406620
0.62,15496,18352,14376,9563,250.85,251.673,13882.34696,28.2,1368,1369,309,2038.667,1680,298,25.4,235000000000000,89370,6050000000000000,1250812
0.48,14062,16789,12416,6501,239.49,228.983,13727.44652,25.292,1387,1370,258,5153.75,1688,297,25.4,350000000000000,128115,16000000000000000,3267273
0.47,14422,16772,12125,6509,245.552,235.094,14068.0668,25.313,1326,1371,330,5510.5,1641,305,24.8,185000000000000,77540,5130000000000000,1136947
0.52,15205,16142,6891,7042,238.858,226.038,14067.29768,36.375,1300,2237,343,1666.5,1681,302,25.5,91400000000000,40522,359000000000000000,74059034
0.6,14275,16195,12084,7077,239.691,225.284,13834.19804,59.063,1351,2238,321,1553,1648,300,24.9,68300000000000,27010,5210000000000000,1140913
0.87,14070,17859,11227,6400,240.99,231.694,13843.0396,26.396,1360,1373,278,5462.25,1662,300,25.1,222000000000000,86251,4690000000000000,1000658
0.57,14159,18318,10938,6297,241.386,225.185,13609.98668,28.271,1363,1374,287,5389.75,1640,295,24.65,142000000000000,54540,6480000000000000,1440564
0.55,15145,16172,13036,7077,239.733,222.273,13954.02424,45.396,1388,2239,293,1922.5,1654,303,25.1,40800000000000,14908,53200000000000000,11532391
0.55,14525,18304,11154,6310,241.732,222.017,13615.00636,33.149,1388,1375,297,5661.5,1663,296,24.85,44500000000000,16263,5520000000000000,1176270
0.76,14887,20243,14245,7064,239.818,226.587,13860.68582,44.796,1384,2240,270,1535.5,1659,299,24.95,18300000000000,6756,10800000000000000,2326901
0.66,14727,20212,14506,7089,235.777,236.92,13687.02676,35.551,1397,2241,272,1827.5,1683,297,25.2,236000000000000,84580,9720000000000000,1998431
0.74,14942,20228,17469,7101,239.753,238.92,13904.73342,34.458,1412,2242,261,1837,1683,301,26.35,310000000000000,107577,6640000000000000,1365779
0.67,14789,20212,18032,7101,242.108,240.52,13834.4196,36.104,1399,2243,250,1836.5,1679,300,24.95,115000000000000,40955,4420000000000000,914228
0.66,15283,18736,10660,6977,230.966,230.17,13874.87746,40.184,1370,1376,294,3050.5,1694,300,25.15,59900000000000,22715,90400000000000000,18230278
0.67,14957,20233,16349,7083,239.774,238.92,13618.0004,35.979,1337,2244,337,1850.5,1660,295,25.65,35100000000000,14315,8530000000000000,1825238
0.57,14379,17786,11572,7864,239.757,238.92,13632.1717,39.592,1357,2245,309,1843,1651,296,25.05,94900000000000,36958,6310000000000000,1369774
0.45,13878,16138,12254,6008,246.295,238.92,13587.44168,43.646,1332,2246,302,2577.5,1673,294,26,85000000000000,34917,6690000000000000,1395313
0.49,14643,16172,13134,6544,241.328,238.92,14038.77278,40.633,1367,2247,285,2013,1647,304,26.45,143000000000000,54378,7130000000000000,1557532
0.49,14660,16185,13380,6515,246.587,240.706,13690.44368,35.021,1340,2248,319,1615,1666,296,26,164000000000000,66158,6280000000000000,1322444
0.35,14515,16170,9547,6505,241.308,229.382,13925.16896,43.735,1350,2250,324,1861.5,1636,299,25.3,182000000000000,71386,4610000000000000,1024665
0.45,15279,16171,9418,6546,245.358,238.503,14327.24614,21.438,1337,1378,327,1874,1642,310,25.85,91500000000000,37160,17800000000000000,3919953
0.45,15092,16165,10021,6554,241.92,233.92,13947.30844,28.396,1314,1379,353,1642,1670,302,25.15,156000000000000,67335,10400000000000000,2199322
0.55,14296,16153,11353,7075,239.753,232.753,13490.599,50.958,1358,2253,294,1607.5,1642,290,26.5,78200000000000,30532,17700000000000000,3920134
0.62,14430,18262,14018,7082,239.716,231.42,14181.96984,46.286,1394,2254,270,1617,1691,301,38.1,52900000000000,19094,19900000000000000,4040478
0.7,14908,18000,14446,7262,241.295,218.92,14638.33888,47.125,1352,2255,305,8557.5,1670,307,36,46300000000000,18326,13500000000000000,2852105
0.7,13536,16740,11197,6214,243.233,218.92,14076.94032,41.938,1313,2258,339,6127.667,1651,300,25.55,23800000000000,10236,5730000000000000,1247520
0.5,15414,18321,5925,6600,243.837,240.17,14210.67962,23.708,1307,1385,345,1815.5,1669,300,26.75,84600000000000,36942,7600000000000000,1603140
1.15,15164,26285,13729,6547,241.003,240.17,13866.8648,25.438,1334,1386,351,1746,1669,292,25.9,28500000000000,11676,72900000000000000,15328807
1.01,15289,25257,16929,8009,241.103,243.826,14153.71644,27.458,1362,1389,313,1900.5,1701,301,25.1,143000000000000,54824,8320000000000000,1649376
0.72,14355,17250,11917,6100,245.372,246.725,14105.70256,25.939,1343,1398,315,5119.5,1645,300,23.5,74800000000000,30182,7110000000000000,1566462
0.63,14898,18188,10490,8627,232.02,243.395,14121.03296,38.458,1317,1403,323,4437.75,1687,299,25.05,123000000000000,52298,56500000000000000,11487669
0.78,15576,18789,12954,6600,242.251,219.33,14220.1102,37.617,1354,2277,320,2451,1660,299,26.2,148000000000000,58074,6730000000000000,1441546
0.6,14848,18241,11886,8190,239.333,227.603,14066.58588,24.479,1371,1405,287,5345.75,1698,297,24.8,21200000000000,8023,7880000000000000,1577246
